Date,Close
01-08-2017,888.224976
01-09-2017,902.849976
01-10-2017,904.25
01-11-2017,926.849976
01-12-2017,936.200012
01-01-2018,1002.849976
01-02-2018,942.099976
01-03-2018,943.049988
01-04-2018,972.150024
01-05-2018,1069.724976
01-06-2018,1054.224976
01-07-2018,1089.75
01-08-2018,1030.599976
01-09-2018,1003.025024
01-10-2018,955.875
01-11-2018,1064.224976
01-12-2018,1060.849976
01-01-2019,1039.974976
01-02-2019,1038.775024
01-03-2019,1159.449951
01-04-2019,1158.724976
01-05-2019,1212.675049
01-06-2019,1221.875
01-07-2019,1125.824951
01-08-2019,1113.974976
01-09-2019,1227.449951
01-10-2019,1230.349976
01-11-2019,1274.949951
01-12-2019,1272.099976
01-01-2020,1226.300049
01-02-2020,1177.650024
01-03-2020,861.900024
01-04-2020,1001.799988
01-05-2020,951.650024
01-06-2020,1065.849976
01-07-2020,1032.800049
01-08-2020,1115.849976
01-09-2020,1078.599976
01-10-2020,1183.550049
01-11-2020,1440.849976
01-12-2020,1436.300049
01-01-2021,1390.5
01-02-2021,1534.400024
01-03-2021,1493.650024
01-04-2021,1412.300049
01-05-2021,1515.849976
01-06-2021,1497.900024
01-07-2021,1426.449951
01-08-2021,1581.400024
01-09-2021,1594.949951
01-10-2021,1582.849976
01-11-2021,1493.550049
01-12-2021,1479.400024
01-01-2022,1485.699951
01-02-2022,1426.25
01-03-2022,1470.349976
01-04-2022,1384.599976
01-05-2022,1388.949951
01-06-2022,1348
01-07-2022,1406.150024
12-07-2022,1391.800049
